TIME,30.0463,30.3998,30.7617,31.1323,31.512,31.901,32.2998,32.7087,33.128,33.5582,33.9998,34.4531,34.9187,35.397,35.8887,36.3941,36.9141,37.449,37.9998,38.5669,39.1513,39.7536,40.3748,41.0156,41.6772,42.3604,43.0664,43.7963,44.5515,45.3331,46.1426,46.9815,47.8516,48.7544,49.692,50.6664,51.6797,52.7344,53.833,54.9784,56.1736,57.4219,58.7269,60.0927,61.5234,63.024,64.5996,66.256,67.9996,69.8374,71.7773,73.8281,75.9995,78.3026,80.7495,83.3543,86.1328,89.1029,92.2852,95.7031,99.384,103.359,107.666,112.347,117.454,123.047,129.199,135.999,143.555,151.999,161.499,172.266,184.57,198.768,215.332,234.908,258.398,287.109,322.998,369.141,430.664
0.000000000,0.449881,0.439691,0.231296,0.0302328,0.00460759,0.000461768,0.00082207,0.00148844,0.0060011,0.0103443,0.00775244,0.00501304,0.00117253,0.000152738,9.28659e-05,0.000432704,0.0377134,0.279795,0.708374,0.267847,0.0332379,0.00405063,0.00015018,0.000116405,0.000159161,0.00100497,0.00360409,0.0221388,0.00468192,0.000918081,0.000305184,0.000216692,0.000202408,0.0340189,0.373577,0.919939,0.251213,0.0243554,0.00657063,0.00104913,0.000154544,0.000432404,0.0013586,0.00366245,0.00382984,0.00221845,0.00189824,0.000378667,0.000420996,8.58487e-05,0.0399227,0.562747,0.568569,0.295744,0.024505,0.00150993,0.000140529,2.65417e-06,0.000402354,0.0056486,0.00456351,0.00275476,0.00300097,0.000253046,2.90301e-05,3.73193e-05,0.000942302,0.0165402,0.428891,0.73981,0.302601,0.0109764,0.0026129,0.00055836,6.9606e-05,0.000169003,0.000641959,0.00295543,0.00271512,0.000884551,9.11193e-05
1.486077098,0.475692,0.473922,0.252399,0.0335003,0.00460759,0.000461768,0.00082207,0.00150881,0.00685291,0.0282521,0.025264,0.00501304,0.00117854,0.000401219,9.46856e-05,0.000558319,0.0402013,0.30323,0.743311,0.278476,0.0344343,0.00447625,0.000214769,0.00013838,0.00117176,0.00269113,0.00447103,0.0338274,0.00478343,0.00120162,0.00065018,0.000298803,0.00257805,0.0403734,0.385388,0.945023,0.261935,0.0251127,0.00661184,0.00107711,0.000156907,0.000438029,0.00137444,0.0179157,0.0242894,0.00291616,0.00190338,0.000382757,0.000429437,9.76569e-05,0.039984,0.577024,0.593569,0.306617,0.026852,0.0025028,0.000321748,9.60741e-05,0.000710159,0.00623883,0.004804,0.00327494,0.00353721,0.00104388,0.000180585,5.04243e-05,0.00139216,0.0184671,0.431858,0.742844,0.30302,0.0118029,0.00306465,0.000612492,0.000162024,0.00107243,0.00201316,0.00738317,0.00777308,0.000962546,0.000131468
2.972154195,0.500865,0.581464,0.331196,0.0375899,0.00460759,0.000461768,0.00082207,0.00150881,0.0069672,0.029253,0.0253619,0.00514246,0.00131782,0.000437841,9.46856e-05,0.00114362,0.0404689,0.326445,0.836407,0.294925,0.0345234,0.00447625,0.000214769,0.00013838,0.00117176,0.00301428,0.00528338,0.0343165,0.00514937,0.00179377,0.000876525,0.000298803,0.00423305,0.0420268,0.419023,0.983202,0.270219,0.0251127,0.00661184,0.00107711,0.000156907,0.000438029,0.00137958,0.0181361,0.0246115,0.00292198,0.00214776,0.00053183,0.000429437,0.000123979,0.041073,0.656292,0.714292,0.356496,0.026852,0.0025028,0.000321748,9.60741e-05,0.000710159,0.00647076,0.00545059,0.00372219,0.00379986,0.00154085,0.000387591,5.04243e-05,0.00258007,0.0199793,0.477757,0.831285,0.336841,0.0118029,0.00306465,0.000612492,0.000162024,0.00107243,0.00201316,0.00738317,0.00777308,0.00097011,0.000142926
4.458231293,0.635824,0.771868,0.398357,0.0375899,0.00460759,0.000461768,0.00082207,0.00150881,0.00853351,0.0318863,0.0265011,0.00514246,0.00131782,0.000437841,9.46856e-05,0.00114362,0.041053,0.374681,0.982619,0.336781,0.0345234,0.00447625,0.000214769,0.00013838,0.00117176,0.0032634,0.00711343,0.0363634,0.00514937,0.00179377,0.000876525,0.000298803,0.00423305,0.0441598,0.486076,1.23679,0.394093,0.0306198,0.00661184,0.00107711,0.000156907,0.000438029,0.00171945,0.0191512,0.0264025,0.00292198,0.00214776,0.00053183,0.000429437,0.000123979,0.0438303,0.730155,0.798156,0.410959,0.0287667,0.0025028,0.000321748,9.60741e-05,0.000832731,0.0086733,0.0065776,0.00423962,0.00379986,0.00154085,0.000387591,5.04243e-05,0.00258007,0.0217034,0.538099,0.912935,0.379248,0.0131333,0.00306465,0.000612492,0.000162024,0.00107243,0.00210376,0.0093676,0.00808534,0.00097011,0.000142926
5.944308390,0.659497,0.903444,0.443674,0.0384436,0.00460759,0.000461768,0.00082207,0.00150881,0.00860043,0.035707,0.027827,0.00556953,0.00131782,0.000437841,9.46856e-05,0.00114362,0.041053,0.40707,1.10619,0.37978,0.0347531,0.00447625,0.000214769,0.00013838,0.00117176,0.0032634,0.00714916,0.0377651,0.00660866,0.00179377,0.000876525,0.000298803,0.00423305,0.0441598,0.547309,1.32994,0.451024,0.0306198,0.00661184,0.00107711,0.000156907,0.000438029,0.00171945,0.0191554,0.0265945,0.00408512,0.00214776,0.00053183,0.000429437,0.000123979,0.0438303,0.832625,0.947987,0.489641,0.0287667,0.0025028,0.000321748,9.60741e-05,0.000832731,0.0086733,0.00659306,0.00487751,0.00563213,0.00154085,0.000387591,5.04243e-05,0.00258007,0.0217034,0.600829,1.07348,0.450921,0.0131333,0.00306465,0.000612492,0.000162024,0.00107243,0.00228035,0.0098733,0.00886862,0.00127773,0.000142926
7.430385488,0.702737,1.0631,0.502728,0.0395467,0.00460759,0.000461768,0.00082207,0.00150881,0.00860043,0.0424445,0.0381421,0.00556953,0.00131782,0.000437841,9.46856e-05,0.00114362,0.041053,0.422712,1.18331,0.404942,0.0347531,0.00447625,0.000214769,0.00013838,0.00117176,0.00358494,0.0229154,0.0461701,0.00660866,0.00179377,0.000876525,0.000298803,0.00423305,0.0459452,0.629621,1.48144,0.538002,0.0325268,0.00661184,0.00107711,0.000156907,0.000438029,0.00220268,0.038383,0.0315046,0.00408512,0.00214776,0.00053183,0.000429437,0.000123979,0.0441937,0.85844,1.01176,0.54037,0.0298514,0.0025028,0.000321748,9.60741e-05,0.000832731,0.00874812,0.0096119,0.00580325,0.00563213,0.00154085,0.000387591,5.04243e-05,0.00258007,0.0219172,0.644479,1.14462,0.481483,0.0133991,0.00306465,0.000612492,0.000162024,0.00107514,0.00253761,0.015776,0.00958912,0.00127773,0.000142926
8.916462585,0.713001,1.13475,0.585875,0.0446949,0.00460759,0.000461768,0.00082207,0.00150881,0.00860043,0.0454443,0.0573283,0.00793336,0.0013272,0.000437841,9.46856e-05,0.00114362,0.041053,0.4282,1.21331,0.43503,0.040159,0.00447625,0.000214769,0.00013838,0.00117176,0.00358494,0.0269851,0.0612976,0.00775997,0.00179377,0.000876525,0.000298803,0.00423305,0.0459452,0.642222,1.54257,0.589888,0.0348567,0.00661184,0.00107711,0.000156907,0.000438029,0.00220268,0.0475546,0.0558503,0.00582125,0.00214776,0.00053183,0.000429437,0.000123979,0.0441937,0.870909,1.08074,0.612568,0.0357845,0.0025028,0.000321748,9.60741e-05,0.000832731,0.00874812,0.0167769,0.0260155,0.00644086,0.00154085,0.000387591,5.04243e-05,0.00258007,0.0219172,0.659114,1.18781,0.517929,0.0133991,0.00306465,0.000612492,0.000162024,0.00107514,0.00253761,0.0361835,0.0311295,0.00128697,0.000142926
10.402539683,0.794754,1.23472,0.613029,0.0446949,0.00460759,0.000461768,0.00082207,0.00150881,0.00865249,0.0455811,0.0573283,0.00793336,0.0013272,0.000437841,9.46856e-05,0.00114362,0.0465722,0.494433,1.31154,0.444056,0.040159,0.00447625,0.000214769,0.00013838,0.00117176,0.00358494,0.0269851,0.0612976,0.00775997,0.00179377,0.000876525,0.000298803,0.00423305,0.0511224,0.686494,1.65624,0.614303,0.0356734,0.00661184,0.00107711,0.000156907,0.000438029,0.00220268,0.0475546,0.0558503,0.00582125,0.00214776,0.00053183,0.000429437,0.000123979,0.0456992,0.8954,1.17366,0.645766,0.0379011,0.0025028,0.000321748,9.60741e-05,0.000832731,0.00874812,0.0167769,0.0260155,0.00644086,0.00154085,0.000387591,5.04243e-05,0.00258007,0.0248517,0.696907,1.29544,0.537382,0.0149545,0.00306465,0.000612492,0.000162024,0.00107514,0.00253761,0.0361835,0.0311295,0.00128697,0.000142926
11.888616780,0.856908,1.27558,0.619245,0.0446949,0.00460759,0.000461768,0.00082207,0.00150881,0.00873417,0.0526882,0.060181,0.00794788,0.0013272,0.000437841,9.46856e-05,0.00114362,0.0503543,0.540939,1.37376,0.450974,0.040159,0.00447625,0.000214769,0.00013838,0.00117176,0.00363207,0.0283623,0.0625648,0.00775997,0.00179377,0.000876525,0.000298803,0.00423305,0.0698917,0.833587,1.83765,0.638569,0.0356734,0.00661184,0.00107711,0.000156907,0.000438029,0.00220268,0.0498317,0.0574622,0.00582125,0.00214776,0.00053183,0.000429437,0.000123979,0.0487102,0.988268,1.24509,0.674613,0.0379011,0.0025028,0.000321748,9.60741e-05,0.000832731,0.00874812,0.0184641,0.027031,0.00644086,0.00154085,0.000387591,5.04243e-05,0.00258007,0.0259598,0.738259,1.38022,0.602882,0.0149545,0.00306465,0.000612492,0.000162024,0.00107514,0.00253761,0.0370488,0.0314841,0.00128697,0.000142926
