Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0SCIwbS0Q4etwJmDyNjHaQ,"Diamond Boy (DTM)","SOS Deluxe: LANA","SZA",2024-12-20,217523,64,true,,1970-01-01T00:00:00Z,"r&b","Top Dawg Entertainment/RCA Records",0.642,0.374,1,-11.73,0,0.048,0.827,0.000288,0.0997,0.397,133.041,4
spotify:track:1zhvxTuSha22nsUT5Nw8gE,"15 Minutes","Short n' Sweet (Deluxe)","Sabrina Carpenter",2025-02-14,191519,75,true,,1970-01-01T00:00:00Z,"pop","Island Records",0.581,0.888,7,-3.795,1,0.0714,0.00946,0,0.308,0.731,132.002,4
spotify:track:4MXhiYIRDMGAuvZc5IFTwC,"ASTROTHUNDER","ASTROWORLD","Travis Scott",2018-08-03,142969,76,true,,1970-01-01T00:00:00Z,"rap","Cactus Jack / Epic",0.7,0.46,4,-8.111,0,0.0661,0.142,0.0000481,0.111,0.286,151.901,4
spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Too Many Nights (feat. Don Toliver & with Future)","HEROES & VILLAINS","Metro Boomin;Future;Don Toliver",2022-12-02,199920,85,true,,1970-01-01T00:00:00Z,"rap","Republic Records",0.573,0.668,7,-4.356,0,0.0467,0.189,0.0000401,0.109,0.145,87.973,4
spotify:track:5cYEuFqzITZlZzpoR1sHvu,"Yuck","CRASH","Charli xcx",2022-03-18,138800,61,true,,1970-01-01T00:00:00Z,"hyperpop,art pop","Atlantic Records",0.765,0.675,1,-5.687,1,0.0402,0.0585,0.00000151,0.0703,0.886,100.939,4
spotify:track:7B3BwNecBhKvNwSMOOl7Gk,"Fame is a Gun","Addison","Addison Rae",2025-06-06,183237,88,false,,1970-01-01T00:00:00Z,"","Columbia",0.692,0.399,3,-7.325,0,0.035,0.165,0.00109,0.1,0.411,137.976,4
spotify:track:1edcyazKIdKrIuz9cWpXU6,"twilight zone","eternal sunshine deluxe: brighter days ahead (a cappella version)","Ariana Grande",2025-03-27,198320,73,false,,1970-01-01T00:00:00Z,"pop","Republic Records",0.729,0.476,5,-7.381,1,0.0303,0.102,0.000111,0.0995,0.202,114.923,4
spotify:track:7JgNAnCjJvL8hBR1kmCOFF,"Worth It.","My 21st Century Blues","RAYE",2023-02-03,246813,81,false,,1970-01-01T00:00:00Z,"","Human Re Sources",0.736,0.483,8,-7.85,1,0.0682,0.505,0.0000139,0.351,0.606,109.932,4
spotify:track:4avmVqU2f00LGiYMuOAuVy,"My Turn","SOS Deluxe: LANA","SZA",2024-12-20,177242,57,false,,1970-01-01T00:00:00Z,"r&b","Top Dawg Entertainment/RCA Records",0.54,0.532,11,-9.081,0,0.11,0.375,0,0.103,0.621,82.308,4
spotify:track:79mFFAOYcG8ZF6AN1JecAL,"FINE SHIT","MUSIC","Playboi Carti",2025-03-14,106753,65,true,,1970-01-01T00:00:00Z,"rage rap","AWGE/Interscope Records",0.783,0.536,1,-6.841,1,0.0848,0.00345,0,0.113,0.226,154.062,4
spotify:track:2GAhgAjOhEmItWLfgisyOn,"Low","SOS","SZA",2022-12-09,181080,75,true,,1970-01-01T00:00:00Z,"r&b","Top Dawg Entertainment/RCA Records",0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,4
spotify:track:5tiA9HRkq6LFrdIOKID2Ki,"ICE AGE (FEAT. TRAVIS SCOTT)","HARDSTONE PSYCHO","Don Toliver;Travis Scott",2024-06-25,218200,52,true,,1970-01-01T00:00:00Z,"rap","Cactus Jack / Atlantic",0.767,0.697,11,-5.877,0,0.0507,0.169,0,0.102,0.526,153.991,4
spotify:track:3AWDeHLc88XogCaCnZQLVI,"Cry For Me","Hurry Up Tomorrow","The Weeknd",2025-01-31,224136,81,true,,1970-01-01T00:00:00Z,"","XO / Republic Records",0.647,0.645,7,-6.425,0,0.0303,0.0871,0,0.671,0.422,120.098,4
spotify:track:42VUCXerQ5qTr4Qp6PhKo4,"Tears","Man’s Best Friend","Sabrina Carpenter",2025-08-29,160183,88,false,,1970-01-01T00:00:00Z,"pop","Island Records",0.699,0.876,0,-4.855,1,0.0514,0.0204,0.000105,0.0307,0.485,113.036,4
